record_type,record_no,platform,channel,bp_channel,bp_segment,qi_switching,restricted,product,solution,admin_managed,core_noncore,fund_entity,growth_entity,concat_key_cf,concat_key,month,year,month_num,half_year,value,act_or_plan
New Business,27,Platform 1,Channel 1,Segment One,Segment One,Segment One,Restricted,Product 01,Chester Solution,Admin & Managed,Core,Legal Entity 2,Growth Rate 01,New BusinessPlatform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 01Chester SolutionAdmin & ManagedCoreLegal Entity 2,Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 01Chester SolutionAdmin & ManagedCoreLegal Entity 2,2026-03,2026,3,2026_H1,0,Plan
New Business,27,Platform 1,Channel 1,Segment One,Segment One,Segment One,Restricted,Product 01,Chester Solution,Admin & Managed,Core,Legal Entity 2,Growth Rate 01,New BusinessPlatform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 01Chester SolutionAdmin & ManagedCoreLegal Entity 2,Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 01Chester SolutionAdmin & ManagedCoreLegal Entity 2,2026-04,2026,4,2026_H1,0,Plan
New Business,27,Platform 1,Channel 1,Segment One,Segment One,Segment One,Restricted,Product 01,Chester Solution,Admin & Managed,Core,Legal Entity 2,Growth Rate 01,New BusinessPlatform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 01Chester SolutionAdmin & ManagedCoreLegal Entity 2,Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 01Chester SolutionAdmin & ManagedCoreLegal Entity 2,2026-05,2026,5,2026_H1,0,Plan
New Business,27,Platform 1,Channel 1,Segment One,Segment One,Segment One,Restricted,Product 01,Chester Solution,Admin & Managed,Core,Legal Entity 2,Growth Rate 01,New BusinessPlatform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 01Chester SolutionAdmin & ManagedCoreLegal Entity 2,Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 01Chester SolutionAdmin & ManagedCoreLegal Entity 2,2026-06,2026,6,2026_H1,0,Plan
New Business,27,Platform 1,Channel 1,Segment One,Segment One,Segment One,Restricted,Product 01,Chester Solution,Admin & Managed,Core,Legal Entity 2,Growth Rate 01,New BusinessPlatform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 01Chester SolutionAdmin & ManagedCoreLegal Entity 2,Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 01Chester SolutionAdmin & ManagedCoreLegal Entity 2,2026-07,2026,7,2026_H2,0,Plan
New Business,27,Platform 1,Channel 1,Segment One,Segment One,Segment One,Restricted,Product 01,Chester Solution,Admin & Managed,Core,Legal Entity 2,Growth Rate 01,New BusinessPlatform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 01Chester SolutionAdmin & ManagedCoreLegal Entity 2,Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 01Chester SolutionAdmin & ManagedCoreLegal Entity 2,2026-08,2026,8,2026_H2,0,Plan
New Business,27,Platform 1,Channel 1,Segment One,Segment One,Segment One,Restricted,Product 01,Chester Solution,Admin & Managed,Core,Legal Entity 2,Growth Rate 01,New BusinessPlatform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 01Chester SolutionAdmin & ManagedCoreLegal Entity 2,Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 01Chester SolutionAdmin & ManagedCoreLegal Entity 2,2026-09,2026,9,2026_H2,0,Plan
New Business,27,Platform 1,Channel 1,Segment One,Segment One,Segment One,Restricted,Product 01,Chester Solution,Admin & Managed,Core,Legal Entity 2,Growth Rate 01,New BusinessPlatform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 01Chester SolutionAdmin & ManagedCoreLegal Entity 2,Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 01Chester SolutionAdmin & ManagedCoreLegal Entity 2,2026-10,2026,10,2026_H2,0,Plan
New Business,27,Platform 1,Channel 1,Segment One,Segment One,Segment One,Restricted,Product 01,Chester Solution,Admin & Managed,Core,Legal Entity 2,Growth Rate 01,New BusinessPlatform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 01Chester SolutionAdmin & ManagedCoreLegal Entity 2,Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 01Chester SolutionAdmin & ManagedCoreLegal Entity 2,2026-11,2026,11,2026_H2,0,Plan
New Business,27,Platform 1,Channel 1,Segment One,Segment One,Segment One,Restricted,Product 01,Chester Solution,Admin & Managed,Core,Legal Entity 2,Growth Rate 01,New BusinessPlatform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 01Chester SolutionAdmin & ManagedCoreLegal Entity 2,Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 01Chester SolutionAdmin & ManagedCoreLegal Entity 2,2026-12,2026,12,2026_H2,0,Plan
New Business,27,Platform 1,Channel 1,Segment One,Segment One,Segment One,Restricted,Product 01,Chester Solution,Admin & Managed,Core,Legal Entity 2,Growth Rate 01,New BusinessPlatform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 01Chester SolutionAdmin & ManagedCoreLegal Entity 2,Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 01Chester SolutionAdmin & ManagedCoreLegal Entity 2,2027-01,2027,1,2027_H1,0,Plan
New Business,27,Platform 1,Channel 1,Segment One,Segment One,Segment One,Restricted,Product 01,Chester Solution,Admin & Managed,Core,Legal Entity 2,Growth Rate 01,New BusinessPlatform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 01Chester SolutionAdmin & ManagedCoreLegal Entity 2,Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 01Chester SolutionAdmin & ManagedCoreLegal Entity 2,2027-02,2027,2,2027_H1,0,Plan
New Business,27,Platform 1,Channel 1,Segment One,Segment One,Segment One,Restricted,Product 01,Chester Solution,Admin & Managed,Core,Legal Entity 2,Growth Rate 01,New BusinessPlatform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 01Chester SolutionAdmin & ManagedCoreLegal Entity 2,Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 01Chester SolutionAdmin & ManagedCoreLegal Entity 2,2027-03,2027,3,2027_H1,0,Plan
New Business,27,Platform 1,Channel 1,Segment One,Segment One,Segment One,Restricted,Product 01,Chester Solution,Admin & Managed,Core,Legal Entity 2,Growth Rate 01,New BusinessPlatform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 01Chester SolutionAdmin & ManagedCoreLegal Entity 2,Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 01Chester SolutionAdmin & ManagedCoreLegal Entity 2,2027-04,2027,4,2027_H1,0,Plan
New Business,27,Platform 1,Channel 1,Segment One,Segment One,Segment One,Restricted,Product 01,Chester Solution,Admin & Managed,Core,Legal Entity 2,Growth Rate 01,New BusinessPlatform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 01Chester SolutionAdmin & ManagedCoreLegal Entity 2,Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 01Chester SolutionAdmin & ManagedCoreLegal Entity 2,2027-05,2027,5,2027_H1,0,Plan
New Business,27,Platform 1,Channel 1,Segment One,Segment One,Segment One,Restricted,Product 01,Chester Solution,Admin & Managed,Core,Legal Entity 2,Growth Rate 01,New BusinessPlatform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 01Chester SolutionAdmin & ManagedCoreLegal Entity 2,Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 01Chester SolutionAdmin & ManagedCoreLegal Entity 2,2027-06,2027,6,2027_H1,0,Plan
New Business,27,Platform 1,Channel 1,Segment One,Segment One,Segment One,Restricted,Product 01,Chester Solution,Admin & Managed,Core,Legal Entity 2,Growth Rate 01,New BusinessPlatform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 01Chester SolutionAdmin & ManagedCoreLegal Entity 2,Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 01Chester SolutionAdmin & ManagedCoreLegal Entity 2,2027-07,2027,7,2027_H2,0,Plan
New Business,27,Platform 1,Channel 1,Segment One,Segment One,Segment One,Restricted,Product 01,Chester Solution,Admin & Managed,Core,Legal Entity 2,Growth Rate 01,New BusinessPlatform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 01Chester SolutionAdmin & ManagedCoreLegal Entity 2,Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 01Chester SolutionAdmin & ManagedCoreLegal Entity 2,2027-08,2027,8,2027_H2,0,Plan
New Business,27,Platform 1,Channel 1,Segment One,Segment One,Segment One,Restricted,Product 01,Chester Solution,Admin & Managed,Core,Legal Entity 2,Growth Rate 01,New BusinessPlatform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 01Chester SolutionAdmin & ManagedCoreLegal Entity 2,Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 01Chester SolutionAdmin & ManagedCoreLegal Entity 2,2027-09,2027,9,2027_H2,0,Plan
New Business,27,Platform 1,Channel 1,Segment One,Segment One,Segment One,Restricted,Product 01,Chester Solution,Admin & Managed,Core,Legal Entity 2,Growth Rate 01,New BusinessPlatform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 01Chester SolutionAdmin & ManagedCoreLegal Entity 2,Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 01Chester SolutionAdmin & ManagedCoreLegal Entity 2,2027-10,2027,10,2027_H2,0,Plan
New Business,27,Platform 1,Channel 1,Segment One,Segment One,Segment One,Restricted,Product 01,Chester Solution,Admin & Managed,Core,Legal Entity 2,Growth Rate 01,New BusinessPlatform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 01Chester SolutionAdmin & ManagedCoreLegal Entity 2,Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 01Chester SolutionAdmin & ManagedCoreLegal Entity 2,2027-11,2027,11,2027_H2,0,Plan
New Business,27,Platform 1,Channel 1,Segment One,Segment One,Segment One,Restricted,Product 01,Chester Solution,Admin & Managed,Core,Legal Entity 2,Growth Rate 01,New BusinessPlatform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 01Chester SolutionAdmin & ManagedCoreLegal Entity 2,Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 01Chester SolutionAdmin & ManagedCoreLegal Entity 2,2027-12,2027,12,2027_H2,0,Plan
New Business,27,Platform 1,Channel 1,Segment One,Segment One,Segment One,Restricted,Product 01,Chester Solution,Admin & Managed,Core,Legal Entity 2,Growth Rate 01,New BusinessPlatform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 01Chester SolutionAdmin & ManagedCoreLegal Entity 2,Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 01Chester SolutionAdmin & ManagedCoreLegal Entity 2,2028-01,2028,1,2028_H1,0,Plan
New Business,27,Platform 1,Channel 1,Segment One,Segment One,Segment One,Restricted,Product 01,Chester Solution,Admin & Managed,Core,Legal Entity 2,Growth Rate 01,New BusinessPlatform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 01Chester SolutionAdmin & ManagedCoreLegal Entity 2,Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 01Chester SolutionAdmin & ManagedCoreLegal Entity 2,2028-02,2028,2,2028_H1,0,Plan
New Business,27,Platform 1,Channel 1,Segment One,Segment One,Segment One,Restricted,Product 01,Chester Solution,Admin & Managed,Core,Legal Entity 2,Growth Rate 01,New BusinessPlatform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 01Chester SolutionAdmin & ManagedCoreLegal Entity 2,Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 01Chester SolutionAdmin & ManagedCoreLegal Entity 2,2028-03,2028,3,2028_H1,0,Plan
New Business,27,Platform 1,Channel 1,Segment One,Segment One,Segment One,Restricted,Product 01,Chester Solution,Admin & Managed,Core,Legal Entity 2,Growth Rate 01,New BusinessPlatform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 01Chester SolutionAdmin & ManagedCoreLegal Entity 2,Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 01Chester SolutionAdmin & ManagedCoreLegal Entity 2,2028-04,2028,4,2028_H1,0,Plan
New Business,27,Platform 1,Channel 1,Segment One,Segment One,Segment One,Restricted,Product 01,Chester Solution,Admin & Managed,Core,Legal Entity 2,Growth Rate 01,New BusinessPlatform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 01Chester SolutionAdmin & ManagedCoreLegal Entity 2,Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 01Chester SolutionAdmin & ManagedCoreLegal Entity 2,2028-05,2028,5,2028_H1,0,Plan
New Business,27,Platform 1,Channel 1,Segment One,Segment One,Segment One,Restricted,Product 01,Chester Solution,Admin & Managed,Core,Legal Entity 2,Growth Rate 01,New BusinessPlatform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 01Chester SolutionAdmin & ManagedCoreLegal Entity 2,Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 01Chester SolutionAdmin & ManagedCoreLegal Entity 2,2028-06,2028,6,2028_H1,0,Plan
New Business,27,Platform 1,Channel 1,Segment One,Segment One,Segment One,Restricted,Product 01,Chester Solution,Admin & Managed,Core,Legal Entity 2,Growth Rate 01,New BusinessPlatform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 01Chester SolutionAdmin & ManagedCoreLegal Entity 2,Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 01Chester SolutionAdmin & ManagedCoreLegal Entity 2,2028-07,2028,7,2028_H2,0,Plan
New Business,27,Platform 1,Channel 1,Segment One,Segment One,Segment One,Restricted,Product 01,Chester Solution,Admin & Managed,Core,Legal Entity 2,Growth Rate 01,New BusinessPlatform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 01Chester SolutionAdmin & ManagedCoreLegal Entity 2,Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 01Chester SolutionAdmin & ManagedCoreLegal Entity 2,2028-08,2028,8,2028_H2,0,Plan
New Business,27,Platform 1,Channel 1,Segment One,Segment One,Segment One,Restricted,Product 01,Chester Solution,Admin & Managed,Core,Legal Entity 2,Growth Rate 01,New BusinessPlatform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 01Chester SolutionAdmin & ManagedCoreLegal Entity 2,Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 01Chester SolutionAdmin & ManagedCoreLegal Entity 2,2028-09,2028,9,2028_H2,0,Plan
New Business,27,Platform 1,Channel 1,Segment One,Segment One,Segment One,Restricted,Product 01,Chester Solution,Admin & Managed,Core,Legal Entity 2,Growth Rate 01,New BusinessPlatform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 01Chester SolutionAdmin & ManagedCoreLegal Entity 2,Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 01Chester SolutionAdmin & ManagedCoreLegal Entity 2,2028-10,2028,10,2028_H2,0,Plan
New Business,27,Platform 1,Channel 1,Segment One,Segment One,Segment One,Restricted,Product 01,Chester Solution,Admin & Managed,Core,Legal Entity 2,Growth Rate 01,New BusinessPlatform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 01Chester SolutionAdmin & ManagedCoreLegal Entity 2,Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 01Chester SolutionAdmin & ManagedCoreLegal Entity 2,2028-11,2028,11,2028_H2,0,Plan
New Business,27,Platform 1,Channel 1,Segment One,Segment One,Segment One,Restricted,Product 01,Chester Solution,Admin & Managed,Core,Legal Entity 2,Growth Rate 01,New BusinessPlatform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 01Chester SolutionAdmin & ManagedCoreLegal Entity 2,Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 01Chester SolutionAdmin & ManagedCoreLegal Entity 2,2028-12,2028,12,2028_H2,0,Plan
New Business,28,Platform 1,Channel 1,Segment One,Segment One,Segment One,Restricted,Product 01,Lancaster Solution,Admin & Managed,Core,Legal Entity 2,Growth Rate 01,New BusinessPlatform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 01Lancaster SolutionAdmin & ManagedCoreLegal Entity 2,Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 01Lancaster SolutionAdmin & ManagedCoreLegal Entity 2,2025-01,2025,1,2025_H1,63630,Act
New Business,28,Platform 1,Channel 1,Segment One,Segment One,Segment One,Restricted,Product 01,Lancaster Solution,Admin & Managed,Core,Legal Entity 2,Growth Rate 01,New BusinessPlatform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 01Lancaster SolutionAdmin & ManagedCoreLegal Entity 2,Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 01Lancaster SolutionAdmin & ManagedCoreLegal Entity 2,2025-02,2025,2,2025_H1,393690,Act
New Business,28,Platform 1,Channel 1,Segment One,Segment One,Segment One,Restricted,Product 01,Lancaster Solution,Admin & Managed,Core,Legal Entity 2,Growth Rate 01,New BusinessPlatform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 01Lancaster SolutionAdmin & ManagedCoreLegal Entity 2,Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 01Lancaster SolutionAdmin & ManagedCoreLegal Entity 2,2025-03,2025,3,2025_H1,12220,Act
New Business,28,Platform 1,Channel 1,Segment One,Segment One,Segment One,Restricted,Product 01,Lancaster Solution,Admin & Managed,Core,Legal Entity 2,Growth Rate 01,New BusinessPlatform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 01Lancaster SolutionAdmin & ManagedCoreLegal Entity 2,Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 01Lancaster SolutionAdmin & ManagedCoreLegal Entity 2,2025-04,2025,4,2025_H1,9990,Act
New Business,28,Platform 1,Channel 1,Segment One,Segment One,Segment One,Restricted,Product 01,Lancaster Solution,Admin & Managed,Core,Legal Entity 2,Growth Rate 01,New BusinessPlatform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 01Lancaster SolutionAdmin & ManagedCoreLegal Entity 2,Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 01Lancaster SolutionAdmin & ManagedCoreLegal Entity 2,2025-05,2025,5,2025_H1,10270,Act
New Business,28,Platform 1,Channel 1,Segment One,Segment One,Segment One,Restricted,Product 01,Lancaster Solution,Admin & Managed,Core,Legal Entity 2,Growth Rate 01,New BusinessPlatform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 01Lancaster SolutionAdmin & ManagedCoreLegal Entity 2,Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 01Lancaster SolutionAdmin & ManagedCoreLegal Entity 2,2025-06,2025,6,2025_H1,22200,Act
New Business,28,Platform 1,Channel 1,Segment One,Segment One,Segment One,Restricted,Product 01,Lancaster Solution,Admin & Managed,Core,Legal Entity 2,Growth Rate 01,New BusinessPlatform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 01Lancaster SolutionAdmin & ManagedCoreLegal Entity 2,Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 01Lancaster SolutionAdmin & ManagedCoreLegal Entity 2,2025-07,2025,7,2025_H2,0,Plan
New Business,28,Platform 1,Channel 1,Segment One,Segment One,Segment One,Restricted,Product 01,Lancaster Solution,Admin & Managed,Core,Legal Entity 2,Growth Rate 01,New BusinessPlatform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 01Lancaster SolutionAdmin & ManagedCoreLegal Entity 2,Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 01Lancaster SolutionAdmin & ManagedCoreLegal Entity 2,2025-08,2025,8,2025_H2,0,Plan
New Business,28,Platform 1,Channel 1,Segment One,Segment One,Segment One,Restricted,Product 01,Lancaster Solution,Admin & Managed,Core,Legal Entity 2,Growth Rate 01,New BusinessPlatform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 01Lancaster SolutionAdmin & ManagedCoreLegal Entity 2,Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 01Lancaster SolutionAdmin & ManagedCoreLegal Entity 2,2025-09,2025,9,2025_H2,0,Plan
New Business,28,Platform 1,Channel 1,Segment One,Segment One,Segment One,Restricted,Product 01,Lancaster Solution,Admin & Managed,Core,Legal Entity 2,Growth Rate 01,New BusinessPlatform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 01Lancaster SolutionAdmin & ManagedCoreLegal Entity 2,Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 01Lancaster SolutionAdmin & ManagedCoreLegal Entity 2,2025-10,2025,10,2025_H2,0,Plan
New Business,28,Platform 1,Channel 1,Segment One,Segment One,Segment One,Restricted,Product 01,Lancaster Solution,Admin & Managed,Core,Legal Entity 2,Growth Rate 01,New BusinessPlatform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 01Lancaster SolutionAdmin & ManagedCoreLegal Entity 2,Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 01Lancaster SolutionAdmin & ManagedCoreLegal Entity 2,2025-11,2025,11,2025_H2,0,Plan
New Business,28,Platform 1,Channel 1,Segment One,Segment One,Segment One,Restricted,Product 01,Lancaster Solution,Admin & Managed,Core,Legal Entity 2,Growth Rate 01,New BusinessPlatform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 01Lancaster SolutionAdmin & ManagedCoreLegal Entity 2,Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 01Lancaster SolutionAdmin & ManagedCoreLegal Entity 2,2025-12,2025,12,2025_H2,0,Plan
New Business,28,Platform 1,Channel 1,Segment One,Segment One,Segment One,Restricted,Product 01,Lancaster Solution,Admin & Managed,Core,Legal Entity 2,Growth Rate 01,New BusinessPlatform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 01Lancaster SolutionAdmin & ManagedCoreLegal Entity 2,Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 01Lancaster SolutionAdmin & ManagedCoreLegal Entity 2,2026-01,2026,1,2026_H1,0,Plan
New Business,28,Platform 1,Channel 1,Segment One,Segment One,Segment One,Restricted,Product 01,Lancaster Solution,Admin & Managed,Core,Legal Entity 2,Growth Rate 01,New BusinessPlatform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 01Lancaster SolutionAdmin & ManagedCoreLegal Entity 2,Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 01Lancaster SolutionAdmin & ManagedCoreLegal Entity 2,2026-02,2026,2,2026_H1,0,Plan
New Business,28,Platform 1,Channel 1,Segment One,Segment One,Segment One,Restricted,Product 01,Lancaster Solution,Admin & Managed,Core,Legal Entity 2,Growth Rate 01,New BusinessPlatform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 01Lancaster SolutionAdmin & ManagedCoreLegal Entity 2,Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 01Lancaster SolutionAdmin & ManagedCoreLegal Entity 2,2026-03,2026,3,2026_H1,0,Plan
New Business,28,Platform 1,Channel 1,Segment One,Segment One,Segment One,Restricted,Product 01,Lancaster Solution,Admin & Managed,Core,Legal Entity 2,Growth Rate 01,New BusinessPlatform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 01Lancaster SolutionAdmin & ManagedCoreLegal Entity 2,Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 01Lancaster SolutionAdmin & ManagedCoreLegal Entity 2,2026-04,2026,4,2026_H1,0,Plan
New Business,28,Platform 1,Channel 1,Segment One,Segment One,Segment One,Restricted,Product 01,Lancaster Solution,Admin & Managed,Core,Legal Entity 2,Growth Rate 01,New BusinessPlatform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 01Lancaster SolutionAdmin & ManagedCoreLegal Entity 2,Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 01Lancaster SolutionAdmin & ManagedCoreLegal Entity 2,2026-05,2026,5,2026_H1,0,Plan
New Business,28,Platform 1,Channel 1,Segment One,Segment One,Segment One,Restricted,Product 01,Lancaster Solution,Admin & Managed,Core,Legal Entity 2,Growth Rate 01,New BusinessPlatform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 01Lancaster SolutionAdmin & ManagedCoreLegal Entity 2,Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 01Lancaster SolutionAdmin & ManagedCoreLegal Entity 2,2026-06,2026,6,2026_H1,0,Plan
New Business,28,Platform 1,Channel 1,Segment One,Segment One,Segment One,Restricted,Product 01,Lancaster Solution,Admin & Managed,Core,Legal Entity 2,Growth Rate 01,New BusinessPlatform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 01Lancaster SolutionAdmin & ManagedCoreLegal Entity 2,Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 01Lancaster SolutionAdmin & ManagedCoreLegal Entity 2,2026-07,2026,7,2026_H2,0,Plan
New Business,28,Platform 1,Channel 1,Segment One,Segment One,Segment One,Restricted,Product 01,Lancaster Solution,Admin & Managed,Core,Legal Entity 2,Growth Rate 01,New BusinessPlatform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 01Lancaster SolutionAdmin & ManagedCoreLegal Entity 2,Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 01Lancaster SolutionAdmin & ManagedCoreLegal Entity 2,2026-08,2026,8,2026_H2,0,Plan
New Business,28,Platform 1,Channel 1,Segment One,Segment One,Segment One,Restricted,Product 01,Lancaster Solution,Admin & Managed,Core,Legal Entity 2,Growth Rate 01,New BusinessPlatform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 01Lancaster SolutionAdmin & ManagedCoreLegal Entity 2,Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 01Lancaster SolutionAdmin & ManagedCoreLegal Entity 2,2026-09,2026,9,2026_H2,0,Plan
New Business,28,Platform 1,Channel 1,Segment One,Segment One,Segment One,Restricted,Product 01,Lancaster Solution,Admin & Managed,Core,Legal Entity 2,Growth Rate 01,New BusinessPlatform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 01Lancaster SolutionAdmin & ManagedCoreLegal Entity 2,Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 01Lancaster SolutionAdmin & ManagedCoreLegal Entity 2,2026-10,2026,10,2026_H2,0,Plan
New Business,28,Platform 1,Channel 1,Segment One,Segment One,Segment One,Restricted,Product 01,Lancaster Solution,Admin & Managed,Core,Legal Entity 2,Growth Rate 01,New BusinessPlatform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 01Lancaster SolutionAdmin & ManagedCoreLegal Entity 2,Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 01Lancaster SolutionAdmin & ManagedCoreLegal Entity 2,2026-11,2026,11,2026_H2,0,Plan
New Business,28,Platform 1,Channel 1,Segment One,Segment One,Segment One,Restricted,Product 01,Lancaster Solution,Admin & Managed,Core,Legal Entity 2,Growth Rate 01,New BusinessPlatform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 01Lancaster SolutionAdmin & ManagedCoreLegal Entity 2,Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 01Lancaster SolutionAdmin & ManagedCoreLegal Entity 2,2026-12,2026,12,2026_H2,0,Plan
New Business,28,Platform 1,Channel 1,Segment One,Segment One,Segment One,Restricted,Product 01,Lancaster Solution,Admin & Managed,Core,Legal Entity 2,Growth Rate 01,New BusinessPlatform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 01Lancaster SolutionAdmin & ManagedCoreLegal Entity 2,Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 01Lancaster SolutionAdmin & ManagedCoreLegal Entity 2,2027-01,2027,1,2027_H1,0,Plan
