concat_key,platform,bp_segment,solution,product,entity,year,share_rate
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 01Portsmouth SolutionAdmin & ManagedCoreLegal Entity 1,Platform 1,Segment One,Portsmouth Solution,Product 01,Legal Entity 1,2025,0.000396067203749859
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 01Portsmouth SolutionAdmin & ManagedCoreLegal Entity 1,Platform 1,Segment One,Portsmouth Solution,Product 01,Legal Entity 1,2026,0.00039213600256435
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 01Portsmouth SolutionAdmin & ManagedCoreLegal Entity 1,Platform 1,Segment One,Portsmouth Solution,Product 01,Legal Entity 1,2027,0.00039213600256435
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 01Portsmouth SolutionAdmin & ManagedCoreLegal Entity 1,Platform 1,Segment One,Portsmouth Solution,Product 01,Legal Entity 1,2028,0.00039213600256435
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 04London SolutionAdmin & ManagedCoreLegal Entity 1,Platform 1,Segment One,London Solution,Product 04,Legal Entity 1,2025,0.00235945896646235
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 04London SolutionAdmin & ManagedCoreLegal Entity 1,Platform 1,Segment One,London Solution,Product 04,Legal Entity 1,2026,0.00235631869735906
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 04London SolutionAdmin & ManagedCoreLegal Entity 1,Platform 1,Segment One,London Solution,Product 04,Legal Entity 1,2027,0.00235631869735906
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 04London SolutionAdmin & ManagedCoreLegal Entity 1,Platform 1,Segment One,London Solution,Product 04,Legal Entity 1,2028,0.00235631869735906
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 04Birmingham SolutionAdmin & ManagedCoreLegal Entity 1,Platform 1,Segment One,Birmingham Solution,Product 04,Legal Entity 1,2025,0.00151932220833915
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 04Birmingham SolutionAdmin & ManagedCoreLegal Entity 1,Platform 1,Segment One,Birmingham Solution,Product 04,Legal Entity 1,2026,0.00151888864481347
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 04Birmingham SolutionAdmin & ManagedCoreLegal Entity 1,Platform 1,Segment One,Birmingham Solution,Product 04,Legal Entity 1,2027,0.00151888864481347
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 04Birmingham SolutionAdmin & ManagedCoreLegal Entity 1,Platform 1,Segment One,Birmingham Solution,Product 04,Legal Entity 1,2028,0.00151888864481347
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 04Liverpool SolutionAdmin & ManagedCoreLegal Entity 1,Platform 1,Segment One,Liverpool Solution,Product 04,Legal Entity 1,2025,0.00348064853126385
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 04Liverpool SolutionAdmin & ManagedCoreLegal Entity 1,Platform 1,Segment One,Liverpool Solution,Product 04,Legal Entity 1,2026,0.00348163752328637
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 04Liverpool SolutionAdmin & ManagedCoreLegal Entity 1,Platform 1,Segment One,Liverpool Solution,Product 04,Legal Entity 1,2027,0.00348163752328637
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 04Liverpool SolutionAdmin & ManagedCoreLegal Entity 1,Platform 1,Segment One,Liverpool Solution,Product 04,Legal Entity 1,2028,0.00348163752328637
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 04External SolutionAdmin onlyCoreLegal Entity 2,Platform 1,Segment One,External Solution,Product 04,Legal Entity 2,2025,0.00521684191732022
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 04External SolutionAdmin onlyCoreLegal Entity 2,Platform 1,Segment One,External Solution,Product 04,Legal Entity 2,2026,0.00521416046238578
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 04External SolutionAdmin onlyCoreLegal Entity 2,Platform 1,Segment One,External Solution,Product 04,Legal Entity 2,2027,0.00521416046238578
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 04External SolutionAdmin onlyCoreLegal Entity 2,Platform 1,Segment One,External Solution,Product 04,Legal Entity 2,2028,0.00521416046238578
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 04Leeds SolutionAdmin onlyCoreLegal Entity 2,Platform 1,Segment One,Leeds Solution,Product 04,Legal Entity 2,2025,0.00431726639197082
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 04Leeds SolutionAdmin onlyCoreLegal Entity 2,Platform 1,Segment One,Leeds Solution,Product 04,Legal Entity 2,2026,0.00432239163185862
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 04Leeds SolutionAdmin onlyCoreLegal Entity 2,Platform 1,Segment One,Leeds Solution,Product 04,Legal Entity 2,2027,0.00432239163185862
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 04Leeds SolutionAdmin onlyCoreLegal Entity 2,Platform 1,Segment One,Leeds Solution,Product 04,Legal Entity 2,2028,0.00432239163185862
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 04Cardiff SolutionAdmin & ManagedCoreLegal Entity 2,Platform 1,Segment One,Cardiff Solution,Product 04,Legal Entity 2,2025,0.00126944224290237
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 04Cardiff SolutionAdmin & ManagedCoreLegal Entity 2,Platform 1,Segment One,Cardiff Solution,Product 04,Legal Entity 2,2026,0.00126852147139836
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 04Cardiff SolutionAdmin & ManagedCoreLegal Entity 2,Platform 1,Segment One,Cardiff Solution,Product 04,Legal Entity 2,2027,0.00126852147139836
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 04Cardiff SolutionAdmin & ManagedCoreLegal Entity 2,Platform 1,Segment One,Cardiff Solution,Product 04,Legal Entity 2,2028,0.00126852147139836
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 04Cardiff SolutionAdmin & ManagedCoreLegal Entity 1,Platform 1,Segment One,Cardiff Solution,Product 04,Legal Entity 1,2025,0.00504036156211965
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 04Cardiff SolutionAdmin & ManagedCoreLegal Entity 1,Platform 1,Segment One,Cardiff Solution,Product 04,Legal Entity 1,2026,0.00503670560902506
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 04Cardiff SolutionAdmin & ManagedCoreLegal Entity 1,Platform 1,Segment One,Cardiff Solution,Product 04,Legal Entity 1,2027,0.00503670560902506
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 04Cardiff SolutionAdmin & ManagedCoreLegal Entity 1,Platform 1,Segment One,Cardiff Solution,Product 04,Legal Entity 1,2028,0.00503670560902506
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 04Glasgow SolutionAdmin & ManagedCoreLegal Entity 2,Platform 1,Segment One,Glasgow Solution,Product 04,Legal Entity 2,2025,0.00335794610831556
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 04Glasgow SolutionAdmin & ManagedCoreLegal Entity 2,Platform 1,Segment One,Glasgow Solution,Product 04,Legal Entity 2,2026,0.00336025720046661
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 04Glasgow SolutionAdmin & ManagedCoreLegal Entity 2,Platform 1,Segment One,Glasgow Solution,Product 04,Legal Entity 2,2027,0.00336025720046661
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 04Glasgow SolutionAdmin & ManagedCoreLegal Entity 2,Platform 1,Segment One,Glasgow Solution,Product 04,Legal Entity 2,2028,0.00336025720046661
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 04Glasgow SolutionAdmin & ManagedCoreLegal Entity 1,Platform 1,Segment One,Glasgow Solution,Product 04,Legal Entity 1,2025,0.00360686985162837
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 04Glasgow SolutionAdmin & ManagedCoreLegal Entity 1,Platform 1,Segment One,Glasgow Solution,Product 04,Legal Entity 1,2026,0.00360935226448881
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 04Glasgow SolutionAdmin & ManagedCoreLegal Entity 1,Platform 1,Segment One,Glasgow Solution,Product 04,Legal Entity 1,2027,0.00360935226448881
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 04Glasgow SolutionAdmin & ManagedCoreLegal Entity 1,Platform 1,Segment One,Glasgow Solution,Product 04,Legal Entity 1,2028,0.00360935226448881
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 04Newcastle SolutionAdmin & ManagedCoreLegal Entity 2,Platform 1,Segment One,Newcastle Solution,Product 04,Legal Entity 2,2025,0.00188218937994465
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 04Newcastle SolutionAdmin & ManagedCoreLegal Entity 2,Platform 1,Segment One,Newcastle Solution,Product 04,Legal Entity 2,2026,0.00188372268971145
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 04Newcastle SolutionAdmin & ManagedCoreLegal Entity 2,Platform 1,Segment One,Newcastle Solution,Product 04,Legal Entity 2,2027,0.00188372268971145
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 04Newcastle SolutionAdmin & ManagedCoreLegal Entity 2,Platform 1,Segment One,Newcastle Solution,Product 04,Legal Entity 2,2028,0.00188372268971145
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 04Manchester SolutionAdmin & ManagedCoreLegal Entity 2,Platform 1,Segment One,Manchester Solution,Product 04,Legal Entity 2,2025,0.0024856420379419
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 04Manchester SolutionAdmin & ManagedCoreLegal Entity 2,Platform 1,Segment One,Manchester Solution,Product 04,Legal Entity 2,2026,0.00248151913126769
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 04Manchester SolutionAdmin & ManagedCoreLegal Entity 2,Platform 1,Segment One,Manchester Solution,Product 04,Legal Entity 2,2027,0.00248151913126769
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 04Manchester SolutionAdmin & ManagedCoreLegal Entity 2,Platform 1,Segment One,Manchester Solution,Product 04,Legal Entity 2,2028,0.00248151913126769
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 04Manchester SolutionAdmin & ManagedCoreLegal Entity 1,Platform 1,Segment One,Manchester Solution,Product 04,Legal Entity 1,2025,0.000396679185909203
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 04Manchester SolutionAdmin & ManagedCoreLegal Entity 1,Platform 1,Segment One,Manchester Solution,Product 04,Legal Entity 1,2026,0.000396021218575959
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 04Manchester SolutionAdmin & ManagedCoreLegal Entity 1,Platform 1,Segment One,Manchester Solution,Product 04,Legal Entity 1,2027,0.000396021218575959
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 04Manchester SolutionAdmin & ManagedCoreLegal Entity 1,Platform 1,Segment One,Manchester Solution,Product 04,Legal Entity 1,2028,0.000396021218575959
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 04Sheffield SolutionAdmin & ManagedCoreLegal Entity 1,Platform 1,Segment One,Sheffield Solution,Product 04,Legal Entity 1,2025,0
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 04Sheffield SolutionAdmin & ManagedCoreLegal Entity 1,Platform 1,Segment One,Sheffield Solution,Product 04,Legal Entity 1,2026,0
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 04Sheffield SolutionAdmin & ManagedCoreLegal Entity 1,Platform 1,Segment One,Sheffield Solution,Product 04,Legal Entity 1,2027,0
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 04Sheffield SolutionAdmin & ManagedCoreLegal Entity 1,Platform 1,Segment One,Sheffield Solution,Product 04,Legal Entity 1,2028,0
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 02Leeds SolutionAdmin onlyCoreLegal Entity 2,Platform 1,Segment One,Leeds Solution,Product 02,Legal Entity 2,2025,0.180095678055769
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 02Leeds SolutionAdmin onlyCoreLegal Entity 2,Platform 1,Segment One,Leeds Solution,Product 02,Legal Entity 2,2026,0.180309478518606
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 02Leeds SolutionAdmin onlyCoreLegal Entity 2,Platform 1,Segment One,Leeds Solution,Product 02,Legal Entity 2,2027,0.180309478518606
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 02Leeds SolutionAdmin onlyCoreLegal Entity 2,Platform 1,Segment One,Leeds Solution,Product 02,Legal Entity 2,2028,0.180309478518606
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 02Southampton SolutionAdmin onlyCoreLegal Entity 2,Platform 1,Segment One,Southampton Solution,Product 02,Legal Entity 2,2025,0.000348791581940605
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 02Southampton SolutionAdmin onlyCoreLegal Entity 2,Platform 1,Segment One,Southampton Solution,Product 02,Legal Entity 2,2026,0.000342923639114244
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 02Southampton SolutionAdmin onlyCoreLegal Entity 2,Platform 1,Segment One,Southampton Solution,Product 02,Legal Entity 2,2027,0.000342923639114244
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 02Southampton SolutionAdmin onlyCoreLegal Entity 2,Platform 1,Segment One,Southampton Solution,Product 02,Legal Entity 2,2028,0.000342923639114244
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 02Cardiff SolutionAdmin & ManagedCoreLegal Entity 2,Platform 1,Segment One,Cardiff Solution,Product 02,Legal Entity 2,2025,0.0113681805919573
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 02Cardiff SolutionAdmin & ManagedCoreLegal Entity 2,Platform 1,Segment One,Cardiff Solution,Product 02,Legal Entity 2,2026,0.0113599348471823
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 02Cardiff SolutionAdmin & ManagedCoreLegal Entity 2,Platform 1,Segment One,Cardiff Solution,Product 02,Legal Entity 2,2027,0.0113599348471823
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 02Cardiff SolutionAdmin & ManagedCoreLegal Entity 2,Platform 1,Segment One,Cardiff Solution,Product 02,Legal Entity 2,2028,0.0113599348471823
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 02Cardiff SolutionAdmin & ManagedCoreLegal Entity 1,Platform 1,Segment One,Cardiff Solution,Product 02,Legal Entity 1,2025,0.0457418032735155
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 02Cardiff SolutionAdmin & ManagedCoreLegal Entity 1,Platform 1,Segment One,Cardiff Solution,Product 02,Legal Entity 1,2026,0.0457086251204864
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 02Cardiff SolutionAdmin & ManagedCoreLegal Entity 1,Platform 1,Segment One,Cardiff Solution,Product 02,Legal Entity 1,2027,0.0457086251204864
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 02Cardiff SolutionAdmin & ManagedCoreLegal Entity 1,Platform 1,Segment One,Cardiff Solution,Product 02,Legal Entity 1,2028,0.0457086251204864
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 02Glasgow SolutionAdmin & ManagedCoreLegal Entity 2,Platform 1,Segment One,Glasgow Solution,Product 02,Legal Entity 2,2025,0.0773114001987336
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 02Glasgow SolutionAdmin & ManagedCoreLegal Entity 2,Platform 1,Segment One,Glasgow Solution,Product 02,Legal Entity 2,2026,0.0773646094416525
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 02Glasgow SolutionAdmin & ManagedCoreLegal Entity 2,Platform 1,Segment One,Glasgow Solution,Product 02,Legal Entity 2,2027,0.0773646094416525
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 02Glasgow SolutionAdmin & ManagedCoreLegal Entity 2,Platform 1,Segment One,Glasgow Solution,Product 02,Legal Entity 2,2028,0.0773646094416525
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 02Glasgow SolutionAdmin & ManagedCoreLegal Entity 1,Platform 1,Segment One,Glasgow Solution,Product 02,Legal Entity 1,2025,0.0808654865891186
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 02Glasgow SolutionAdmin & ManagedCoreLegal Entity 1,Platform 1,Segment One,Glasgow Solution,Product 02,Legal Entity 1,2026,0.0809211419169048
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 02Glasgow SolutionAdmin & ManagedCoreLegal Entity 1,Platform 1,Segment One,Glasgow Solution,Product 02,Legal Entity 1,2027,0.0809211419169048
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 02Glasgow SolutionAdmin & ManagedCoreLegal Entity 1,Platform 1,Segment One,Glasgow Solution,Product 02,Legal Entity 1,2028,0.0809211419169048
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 02Newcastle SolutionAdmin & ManagedCoreLegal Entity 2,Platform 1,Segment One,Newcastle Solution,Product 02,Legal Entity 2,2025,0.0700414346345872
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 02Newcastle SolutionAdmin & ManagedCoreLegal Entity 2,Platform 1,Segment One,Newcastle Solution,Product 02,Legal Entity 2,2026,0.0700984933009202
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 02Newcastle SolutionAdmin & ManagedCoreLegal Entity 2,Platform 1,Segment One,Newcastle Solution,Product 02,Legal Entity 2,2027,0.0700984933009202
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 02Newcastle SolutionAdmin & ManagedCoreLegal Entity 2,Platform 1,Segment One,Newcastle Solution,Product 02,Legal Entity 2,2028,0.0700984933009202
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 02Belfast SolutionAdmin & ManagedCoreLegal Entity 2,Platform 1,Segment One,Belfast Solution,Product 02,Legal Entity 2,2025,0.00436519224482438
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 02Belfast SolutionAdmin & ManagedCoreLegal Entity 2,Platform 1,Segment One,Belfast Solution,Product 02,Legal Entity 2,2026,0.00432315583699725
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 02Belfast SolutionAdmin & ManagedCoreLegal Entity 2,Platform 1,Segment One,Belfast Solution,Product 02,Legal Entity 2,2027,0.00432315583699725
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 02Belfast SolutionAdmin & ManagedCoreLegal Entity 2,Platform 1,Segment One,Belfast Solution,Product 02,Legal Entity 2,2028,0.00432315583699725
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 02Belfast SolutionAdmin & ManagedCoreLegal Entity 1,Platform 1,Segment One,Belfast Solution,Product 02,Legal Entity 1,2025,0.00108401164862142
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 02Belfast SolutionAdmin & ManagedCoreLegal Entity 1,Platform 1,Segment One,Belfast Solution,Product 02,Legal Entity 1,2026,0.00107357271416101
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 02Belfast SolutionAdmin & ManagedCoreLegal Entity 1,Platform 1,Segment One,Belfast Solution,Product 02,Legal Entity 1,2027,0.00107357271416101
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 02Belfast SolutionAdmin & ManagedCoreLegal Entity 1,Platform 1,Segment One,Belfast Solution,Product 02,Legal Entity 1,2028,0.00107357271416101
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 02Manchester SolutionAdmin & ManagedCoreLegal Entity 2,Platform 1,Segment One,Manchester Solution,Product 02,Legal Entity 2,2025,0.0190995807042484
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 02Manchester SolutionAdmin & ManagedCoreLegal Entity 2,Platform 1,Segment One,Manchester Solution,Product 02,Legal Entity 2,2026,0.0190679004431496
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 02Manchester SolutionAdmin & ManagedCoreLegal Entity 2,Platform 1,Segment One,Manchester Solution,Product 02,Legal Entity 2,2027,0.0190679004431496
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 02Manchester SolutionAdmin & ManagedCoreLegal Entity 2,Platform 1,Segment One,Manchester Solution,Product 02,Legal Entity 2,2028,0.0190679004431496
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 02Manchester SolutionAdmin & ManagedCoreLegal Entity 1,Platform 1,Segment One,Manchester Solution,Product 02,Legal Entity 1,2025,0.00257567991313525
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 02Manchester SolutionAdmin & ManagedCoreLegal Entity 1,Platform 1,Segment One,Manchester Solution,Product 02,Legal Entity 1,2026,0.00257140766164353
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 02Manchester SolutionAdmin & ManagedCoreLegal Entity 1,Platform 1,Segment One,Manchester Solution,Product 02,Legal Entity 1,2027,0.00257140766164353
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 02Manchester SolutionAdmin & ManagedCoreLegal Entity 1,Platform 1,Segment One,Manchester Solution,Product 02,Legal Entity 1,2028,0.00257140766164353
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 02Chester SolutionAdmin & ManagedCoreLegal Entity 2,Platform 1,Segment One,Chester Solution,Product 02,Legal Entity 2,2025,0.0177583070553931
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 02Chester SolutionAdmin & ManagedCoreLegal Entity 2,Platform 1,Segment One,Chester Solution,Product 02,Legal Entity 2,2026,0.017760343982862
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 02Chester SolutionAdmin & ManagedCoreLegal Entity 2,Platform 1,Segment One,Chester Solution,Product 02,Legal Entity 2,2027,0.017760343982862
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 02Chester SolutionAdmin & ManagedCoreLegal Entity 2,Platform 1,Segment One,Chester Solution,Product 02,Legal Entity 2,2028,0.017760343982862
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 02Lancaster SolutionAdmin & ManagedCoreLegal Entity 2,Platform 1,Segment One,Lancaster Solution,Product 02,Legal Entity 2,2025,0.0063622812751857
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 02Lancaster SolutionAdmin & ManagedCoreLegal Entity 2,Platform 1,Segment One,Lancaster Solution,Product 02,Legal Entity 2,2026,0.00632151033616041
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 02Lancaster SolutionAdmin & ManagedCoreLegal Entity 2,Platform 1,Segment One,Lancaster Solution,Product 02,Legal Entity 2,2027,0.00632151033616041
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 02Lancaster SolutionAdmin & ManagedCoreLegal Entity 2,Platform 1,Segment One,Lancaster Solution,Product 02,Legal Entity 2,2028,0.00632151033616041
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 02Lancaster SolutionAdmin & ManagedCoreLegal Entity 1,Platform 1,Segment One,Lancaster Solution,Product 02,Legal Entity 1,2025,0.000439517937063219
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 02Lancaster SolutionAdmin & ManagedCoreLegal Entity 1,Platform 1,Segment One,Lancaster Solution,Product 02,Legal Entity 1,2026,0.000436701406602296
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 02Lancaster SolutionAdmin & ManagedCoreLegal Entity 1,Platform 1,Segment One,Lancaster Solution,Product 02,Legal Entity 1,2027,0.000436701406602296
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 02Lancaster SolutionAdmin & ManagedCoreLegal Entity 1,Platform 1,Segment One,Lancaster Solution,Product 02,Legal Entity 1,2028,0.000436701406602296
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 02Sheffield SolutionAdmin & ManagedCoreLegal Entity 1,Platform 1,Segment One,Sheffield Solution,Product 02,Legal Entity 1,2025,0
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 02Sheffield SolutionAdmin & ManagedCoreLegal Entity 1,Platform 1,Segment One,Sheffield Solution,Product 02,Legal Entity 1,2026,0
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 02Sheffield SolutionAdmin & ManagedCoreLegal Entity 1,Platform 1,Segment One,Sheffield Solution,Product 02,Legal Entity 1,2027,0
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 02Sheffield SolutionAdmin & ManagedCoreLegal Entity 1,Platform 1,Segment One,Sheffield Solution,Product 02,Legal Entity 1,2028,0
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 02Portsmouth SolutionAdmin & ManagedCoreLegal Entity 1,Platform 1,Segment One,Portsmouth Solution,Product 02,Legal Entity 1,2025,0.00199460285283898
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 02Portsmouth SolutionAdmin & ManagedCoreLegal Entity 1,Platform 1,Segment One,Portsmouth Solution,Product 02,Legal Entity 1,2026,0.00197480524014734
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 02Portsmouth SolutionAdmin & ManagedCoreLegal Entity 1,Platform 1,Segment One,Portsmouth Solution,Product 02,Legal Entity 1,2027,0.00197480524014734
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 02Portsmouth SolutionAdmin & ManagedCoreLegal Entity 1,Platform 1,Segment One,Portsmouth Solution,Product 02,Legal Entity 1,2028,0.00197480524014734
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 03London SolutionAdmin & ManagedCoreLegal Entity 1,Platform 1,Segment One,London Solution,Product 03,Legal Entity 1,2025,0.0073959956400861
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 03London SolutionAdmin & ManagedCoreLegal Entity 1,Platform 1,Segment One,London Solution,Product 03,Legal Entity 1,2026,0.00738615210522207
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 03London SolutionAdmin & ManagedCoreLegal Entity 1,Platform 1,Segment One,London Solution,Product 03,Legal Entity 1,2027,0.00738615210522207
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 03London SolutionAdmin & ManagedCoreLegal Entity 1,Platform 1,Segment One,London Solution,Product 03,Legal Entity 1,2028,0.00738615210522207
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 03Liverpool SolutionAdmin & ManagedCoreLegal Entity 1,Platform 1,Segment One,Liverpool Solution,Product 03,Legal Entity 1,2025,0.0203565155617692
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 03Liverpool SolutionAdmin & ManagedCoreLegal Entity 1,Platform 1,Segment One,Liverpool Solution,Product 03,Legal Entity 1,2026,0.0203622996653108
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 03Liverpool SolutionAdmin & ManagedCoreLegal Entity 1,Platform 1,Segment One,Liverpool Solution,Product 03,Legal Entity 1,2027,0.0203622996653108
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 03Liverpool SolutionAdmin & ManagedCoreLegal Entity 1,Platform 1,Segment One,Liverpool Solution,Product 03,Legal Entity 1,2028,0.0203622996653108
